Nodo1,Nodo2,Datos
820,914,{'latencia': 13.765473585297094}
820,1117,{'latencia': 41.40995894733407}
820,887,{'latencia': 66.8046268593571}
820,930,{'latencia': 1.986616425029473}
820,1394,{'latencia': 79.62072047537787}
820,1277,{'latencia': 75.27756249880517}
820,843,{'latencia': 23.66374664849997}
820,1036,{'latencia': 4.348394353567427}
820,1283,{'latencia': 85.78106424493812}
820,1194,{'latencia': 74.880241907917}
821,1391,{'latencia': 18.35323945802536}
821,1097,{'latencia': 69.34660876716136}
821,1171,{'latencia': 90.84890902417494}
821,1380,{'latencia': 20.742031141599913}
821,951,{'latencia': 55.97888618793185}
821,1384,{'latencia': 60.52205259579921}
821,1492,{'latencia': 23.820701675772877}
821,1132,{'latencia': 49.95957898568468}
821,959,{'latencia': 1.8073509113625938}
821,1108,{'latencia': 40.4583502664334}
821,1381,{'latencia': 78.1443579081835}
821,1284,{'latencia': 47.50898030194491}
821,1463,{'latencia': 84.52467817225198}
821,901,{'latencia': 47.966693563986894}
821,909,{'latencia': 45.932860388906136}
821,966,{'latencia': 93.22988479913363}
821,941,{'latencia': 71.74204591766096}
821,1227,{'latencia': 43.5079204518131}
821,926,{'latencia': 45.1546390611948}
821,1423,{'latencia': 19.22649513379623}
821,1341,{'latencia': 51.92269764900143}
821,1018,{'latencia': 11.172829509412674}
821,875,{'latencia': 89.94047584391235}
821,873,{'latencia': 11.04102132934015}
821,1468,{'latencia': 27.636016875961175}
821,1142,{'latencia': 14.047004345184023}
821,1436,{'latencia': 15.915737041497003}
821,900,{'latencia': 12.928544454666348}
821,987,{'latencia': 38.681755869613525}
821,1329,{'latencia': 16.468713303471638}
821,876,{'latencia': 70.26804366829636}
821,1178,{'latencia': 4.952046514284344}
821,1272,{'latencia': 26.76230802976608}
822,889,{'latencia': 62.811897683700266}
822,1290,{'latencia': 97.96313617851442}
822,964,{'latencia': 6.242890687532801}
822,848,{'latencia': 49.56270859433088}
822,1094,{'latencia': 37.10945103338734}
822,1015,{'latencia': 10.191387717724767}
822,1154,{'latencia': 49.38201856042227}
822,1454,{'latencia': 86.72282101393883}
822,1389,{'latencia': 59.1889650464671}
822,1445,{'latencia': 63.0771564696822}
822,1204,{'latencia': 66.05314835814244}
822,1486,{'latencia': 84.36251626309542}
822,859,{'latencia': 46.39846204391857}
822,920,{'latencia': 14.285561765678212}
822,1311,{'latencia': 51.57031722727528}
822,1430,{'latencia': 44.45809791194908}
822,828,{'latencia': 50.08104103510503}
822,833,{'latencia': 79.45292862688517}
822,1322,{'latencia': 85.161689647133}
822,831,{'latencia': 17.37919797736726}
822,1224,{'latencia': 31.464578002889258}
822,829,{'latencia': 1.325562661127213}
822,984,{'latencia': 73.37462607964163}
822,1069,{'latencia': 62.90237729393911}
822,1472,{'latencia': 8.223266277030984}
822,1100,{'latencia': 55.76547850973585}
822,965,{'latencia': 67.51186759143964}
822,1024,{'latencia': 41.83706517819959}
822,1491,{'latencia': 64.62193392696648}
822,1211,{'latencia': 22.30013911007747}
822,928,{'latencia': 80.47942578545724}
822,1440,{'latencia': 14.897153129640571}
822,1041,{'latencia': 8.670759211187573}
822,1437,{'latencia': 76.78609812331739}
822,1277,{'latencia': 17.277176457590304}
822,921,{'latencia': 39.11726307401553}
822,996,{'latencia': 66.58591427500482}
822,1333,{'latencia': 35.20107857278439}
822,914,{'latencia': 58.28460067314091}
822,1414,{'latencia': 94.03477224356271}
822,1240,{'latencia': 99.40124168714692}
822,1141,{'latencia': 33.09405671371082}
822,1423,{'latencia': 6.296891103904035}
823,975,{'latencia': 40.0908541231528}
823,826,{'latencia': 19.191164486853136}
823,1459,{'latencia': 43.276035915624675}
823,1433,{'latencia': 26.937624175398323}
823,1438,{'latencia': 68.30143813379128}
823,960,{'latencia': 3.235249346553855}
823,1325,{'latencia': 23.703424995880237}
823,1082,{'latencia': 39.9512068563031}
823,1468,{'latencia': 19.143126817548232}
823,1430,{'latencia': 54.74936576555176}
823,1148,{'latencia': 56.20945161578426}
823,871,{'latencia': 19.28232039425725}
823,1080,{'latencia': 84.57458884768491}
823,863,{'latencia': 75.20185896440938}
823,1389,{'latencia': 52.76611535653527}
823,1276,{'latencia': 14.234775585569547}
823,868,{'latencia': 54.08134998165481}
823,1445,{'latencia': 52.31272196183405}
823,1290,{'latencia': 83.05865216871695}
823,924,{'latencia': 71.32578260615155}
823,1157,{'latencia': 24.657912899053017}
823,1101,{'latencia': 93.60061309237422}
823,934,{'latencia': 22.352661915550595}
823,1339,{'latencia': 58.5702760493651}
823,1477,{'latencia': 50.23167233224876}
823,836,{'latencia': 64.19831503981729}
823,1154,{'latencia': 93.79337897817922}
823,1419,{'latencia': 43.25313642019737}
823,1347,{'latencia': 6.368055317820028}
823,1324,{'latencia': 26.721439195320897}
823,1062,{'latencia': 60.35922779345572}
823,1286,{'latencia': 59.51077984139617}
824,1021,{'latencia': 82.479275473724}
824,923,{'latencia': 6.151854507386507}
824,1204,{'latencia': 66.75864100633574}
824,1329,{'latencia': 95.90134295008696}
824,1197,{'latencia': 42.17526223574572}
824,1115,{'latencia': 97.76228458542438}
824,1430,{'latencia': 59.57907241791745}
824,893,{'latencia': 91.93009213124796}
824,1361,{'latencia': 10.626319419178614}
824,1128,{'latencia': 73.1167275376765}
824,1468,{'latencia': 2.816501747280558}
824,1067,{'latencia': 95.01374699400047}
824,1395,{'latencia': 9.024332410116358}
824,1046,{'latencia': 94.25654926951077}
824,1231,{'latencia': 81.6094145260412}
824,1464,{'latencia': 32.010513242679025}
824,1100,{'latencia': 70.22606790401237}
824,1232,{'latencia': 70.84199312285273}
824,1470,{'latencia': 5.449094187110483}
824,1347,{'latencia': 91.97697871672553}
824,1020,{'latencia': 28.03669083150176}
824,909,{'latencia': 69.08265198615825}
824,1431,{'latencia': 78.97791013382839}
824,1356,{'latencia': 70.00634660340705}
824,1412,{'latencia': 22.1976327041143}
824,1410,{'latencia': 87.12646539922049}
824,1111,{'latencia': 56.62810133293128}
824,1398,{'latencia': 78.61749727135098}
824,1114,{'latencia': 72.97260878209737}
824,1160,{'latencia': 4.51235415871355}
824,1400,{'latencia': 69.99668455743691}
824,1141,{'latencia': 92.09344989470276}
825,915,{'latencia': 10.935998948309681}
825,1497,{'latencia': 12.110553803358801}
825,1227,{'latencia': 12.332527009049805}
825,1458,{'latencia': 16.85403671335988}
825,1198,{'latencia': 23.762473852103508}
825,1085,{'latencia': 65.16877879071733}
825,1483,{'latencia': 19.93666000588099}
825,1494,{'latencia': 76.1324812057875}
825,869,{'latencia': 96.02097975357604}
825,1469,{'latencia': 61.340388207529244}
825,1349,{'latencia': 76.09445204662975}
825,939,{'latencia': 87.21893318742968}
825,1117,{'latencia': 5.760579334930432}
825,1089,{'latencia': 72.87899738206252}
825,1405,{'latencia': 40.18560215760609}
825,1268,{'latencia': 73.47441189745476}
825,953,{'latencia': 25.14697490915519}
825,1417,{'latencia': 6.646951754440533}
825,1406,{'latencia': 73.26051666554739}
825,914,{'latencia': 2.2624506816613357}
825,1257,{'latencia': 98.27449935511602}
825,1299,{'latencia': 10.331818774450635}
825,1376,{'latencia': 59.2501833848316}
825,1181,{'latencia': 63.51960862713791}
825,1415,{'latencia': 74.87179190801444}
825,1369,{'latencia': 54.6339105070765}
825,1127,{'latencia': 32.45203745583039}
825,1429,{'latencia': 67.75861247094691}
825,1443,{'latencia': 21.94819108155821}
826,1098,{'latencia': 45.51701815159407}
826,1312,{'latencia': 23.423887005052958}
826,966,{'latencia': 40.07651548417846}
826,857,{'latencia': 40.41435967753346}
826,929,{'latencia': 85.40819223068235}
826,1225,{'latencia': 21.110371049372603}
826,856,{'latencia': 54.375594659426525}
826,1344,{'latencia': 15.090730762342647}
826,1385,{'latencia': 7.599850329210452}
826,1287,{'latencia': 35.165707426910636}
826,912,{'latencia': 48.5227266584963}
826,1322,{'latencia': 51.17205420455939}
826,1423,{'latencia': 87.78378418674728}
826,991,{'latencia': 68.88281732601037}
826,1179,{'latencia': 15.209731348265159}
826,1325,{'latencia': 19.69265419932742}
826,1401,{'latencia': 67.10405343404271}
826,1435,{'latencia': 58.1989303887524}
826,1032,{'latencia': 92.06885983906164}
826,1454,{'latencia': 70.67921030202851}
826,906,{'latencia': 8.058854291661854}
826,1242,{'latencia': 54.227167381467396}
826,1271,{'latencia': 56.190459708610746}
826,1020,{'latencia': 45.8025132744211}
826,1033,{'latencia': 59.89576140210692}
826,875,{'latencia': 62.649411860267655}
826,1326,{'latencia': 28.14892870220677}
826,1283,{'latencia': 34.61048427888507}
827,977,{'latencia': 12.677476638072577}
827,874,{'latencia': 61.719625339272014}
827,1347,{'latencia': 75.26101547077921}
827,1079,{'latencia': 13.033721490237268}
827,1364,{'latencia': 43.956912145988596}
827,1355,{'latencia': 7.296108177728864}
827,1049,{'latencia': 99.74287676982813}
827,1381,{'latencia': 90.15850633530385}
827,1394,{'latencia': 27.21173793653747}
827,995,{'latencia': 76.58750033061261}
827,1205,{'latencia': 37.31503290951372}
827,1492,{'latencia': 77.8766566057148}
827,1459,{'latencia': 75.15822433433945}
827,1296,{'latencia': 19.97457322450579}
827,1332,{'latencia': 74.76451392839728}
827,828,{'latencia': 28.512895570576855}
827,1380,{'latencia': 47.76148047304298}
827,970,{'latencia': 89.2316882888585}
827,1026,{'latencia': 16.43627998231036}
827,1029,{'latencia': 38.13810947316366}
827,1031,{'latencia': 31.905654589067204}
827,1382,{'latencia': 42.82839677650611}
827,1422,{'latencia': 67.28632344989542}
827,1270,{'latencia': 61.82192040176005}
827,1413,{'latencia': 48.37532721160628}
827,1304,{'latencia': 86.27997048147286}
827,846,{'latencia': 69.51403511125983}
827,969,{'latencia': 65.25593978288771}
827,1363,{'latencia': 97.06675759997204}
828,1467,{'latencia': 95.56070091299756}
828,1304,{'latencia': 55.558491598952365}
828,1356,{'latencia': 99.56651501439252}
828,1175,{'latencia': 98.15574953482056}
828,1162,{'latencia': 23.67001253753743}
828,1206,{'latencia': 1.7155221492162742}
828,1186,{'latencia': 47.05233387237463}
828,975,{'latencia': 45.065683799092106}
828,1161,{'latencia': 70.88654308893638}
828,916,{'latencia': 80.82705251783445}
828,1361,{'latencia': 3.416104197861991}
828,988,{'latencia': 1.697265201408071}
828,991,{'latencia': 73.39886809197083}
828,1108,{'latencia': 71.10062735248232}
828,1418,{'latencia': 42.57580664100508}
828,868,{'latencia': 80.99594369691799}
828,922,{'latencia': 81.3729493398622}
828,1277,{'latencia': 85.24911506054251}
828,1431,{'latencia': 45.0149996394893}
828,968,{'latencia': 6.5225874973461195}
828,908,{'latencia': 15.601771043754134}
828,1489,{'latencia': 89.99464778830911}
828,1319,{'latencia': 98.46405706293929}
828,1271,{'latencia': 60.81654223658039}
828,1210,{'latencia': 15.430895158095355}
828,1403,{'latencia': 58.93149347477032}
828,1456,{'latencia': 78.609595011939}
828,971,{'latencia': 19.26813132130747}
828,1330,{'latencia': 38.72455992696505}
828,925,{'latencia': 12.470784074233427}
829,942,{'latencia': 70.45896879563162}
829,941,{'latencia': 61.86359230015473}
829,1491,{'latencia': 20.5548797824251}
829,1075,{'latencia': 72.4836867084265}
829,1361,{'latencia': 3.1255318509496095}
829,866,{'latencia': 52.79569412162798}
829,987,{'latencia': 84.469936394686}
829,840,{'latencia': 40.41013241500736}
829,847,{'latencia': 42.93240936912693}
829,1433,{'latencia': 5.13531194973557}
829,944,{'latencia': 33.713188713647455}
829,1254,{'latencia': 71.40190105601592}
829,1151,{'latencia': 62.12217897245157}
829,1392,{'latencia': 15.735694936776362}
829,1357,{'latencia': 25.053795657312023}
829,1287,{'latencia': 66.15201435305006}
829,1490,{'latencia': 25.079485743000337}
829,1251,{'latencia': 31.041249964433256}
829,1258,{'latencia': 55.54342231468433}
829,1385,{'latencia': 48.54395364018075}
829,1443,{'latencia': 17.949300704900867}
829,974,{'latencia': 34.89894684697494}
829,1079,{'latencia': 34.4229819610661}
829,1370,{'latencia': 17.520846156826813}
829,940,{'latencia': 96.31496753346474}
829,1482,{'latencia': 7.190740197896888}
829,881,{'latencia': 15.506935746023858}
829,1253,{'latencia': 7.1453508636871526}
829,1467,{'latencia': 79.34701184115389}
829,1155,{'latencia': 32.46573642418298}
829,1359,{'latencia': 19.02709268362939}
829,1159,{'latencia': 36.36264017499988}
829,1450,{'latencia': 21.51218395014408}
829,1401,{'latencia': 76.86943998942202}
829,842,{'latencia': 4.472573391716539}
829,1218,{'latencia': 25.14689537848214}
829,1418,{'latencia': 91.02652840170948}
829,904,{'latencia': 24.645380645973532}
830,838,{'latencia': 10.85520775692255}
830,1085,{'latencia': 73.59813001048542}
830,1255,{'latencia': 57.9107367397993}
830,1262,{'latencia': 8.592619920147154}
830,1005,{'latencia': 30.470219616975307}
830,1257,{'latencia': 80.8981750750084}
830,982,{'latencia': 54.714546714751066}
830,1037,{'latencia': 92.35215591957784}
830,1461,{'latencia': 99.4644937301739}
830,1097,{'latencia': 87.7003130936415}
830,1384,{'latencia': 61.906445030145115}
830,1482,{'latencia': 63.80160056225211}
830,1360,{'latencia': 18.09520762051809}
830,1289,{'latencia': 28.099602657061588}
830,1278,{'latencia': 79.38873885623447}
830,1434,{'latencia': 23.277140551276997}
830,1002,{'latencia': 36.614671375621924}
830,1442,{'latencia': 28.19893233351658}
830,911,{'latencia': 8.688035765227044}
830,864,{'latencia': 88.57565004214375}
830,1468,{'latencia': 29.092303534675004}
830,1191,{'latencia': 87.56555463342902}
830,1120,{'latencia': 45.742897998029136}
830,979,{'latencia': 94.78504850609454}
830,960,{'latencia': 59.727644369529955}
830,1423,{'latencia': 60.153659123467186}
830,1343,{'latencia': 19.930772408698953}
830,1401,{'latencia': 57.41698989698816}
830,1320,{'latencia': 71.62284961919757}
830,1238,{'latencia': 50.732574507974114}
831,1086,{'latencia': 75.77147207752597}
831,1476,{'latencia': 52.16641454452812}
831,874,{'latencia': 54.225304421150064}
831,1040,{'latencia': 41.66506798316831}
831,900,{'latencia': 11.73624495140278}
831,869,{'latencia': 55.14418332029265}
831,1281,{'latencia': 23.428118404496306}
831,1014,{'latencia': 3.4342358551951198}
831,1059,{'latencia': 79.72780152161434}
831,861,{'latencia': 95.71437735951308}
831,1112,{'latencia': 61.19436818790789}
831,954,{'latencia': 58.854238958019664}
831,885,{'latencia': 94.28414670612459}
831,1267,{'latencia': 11.677952199153351}
831,1404,{'latencia': 78.7519573842131}
831,1096,{'latencia': 27.97252579450759}
831,1119,{'latencia': 55.707633242394806}
831,864,{'latencia': 22.13117130337895}
831,1048,{'latencia': 39.166470821045124}
831,992,{'latencia': 87.84630726691827}
831,1487,{'latencia': 41.53232610839238}
831,1453,{'latencia': 18.51806630263261}
831,947,{'latencia': 3.1017701151100825}
831,1123,{'latencia': 80.4964923571753}
831,894,{'latencia': 10.55438181798781}
831,1202,{'latencia': 95.4089682698681}
831,878,{'latencia': 42.467072142368295}
831,1326,{'latencia': 41.8834378940322}
832,1351,{'latencia': 44.952124558379204}
832,1087,{'latencia': 4.343438382298961}
832,1111,{'latencia': 41.48583766430222}
832,1339,{'latencia': 8.523477790640559}
832,944,{'latencia': 78.37048524472962}
832,1139,{'latencia': 35.30338194727095}
832,1425,{'latencia': 18.325208905019913}
832,1010,{'latencia': 60.54336607357578}
832,1279,{'latencia': 79.97222668069908}
832,1429,{'latencia': 95.39607112592003}
832,1408,{'latencia': 58.08789136785138}
832,1019,{'latencia': 87.18089511081341}
832,887,{'latencia': 13.827164207381514}
832,1241,{'latencia': 14.58938487204132}
832,838,{'latencia': 7.926150707694767}
832,1416,{'latencia': 27.86559566772806}
832,1249,{'latencia': 56.178547103435285}
832,1234,{'latencia': 60.981523444807536}
832,1467,{'latencia': 15.060293966251793}
832,1022,{'latencia': 75.96214449089778}
832,972,{'latencia': 30.740464725125687}
832,1347,{'latencia': 42.77301645624435}
832,1144,{'latencia': 70.37775607348102}
832,1229,{'latencia': 88.00616912544534}
832,1312,{'latencia': 24.755775200319796}
832,1176,{'latencia': 59.11841813888086}
832,1343,{'latencia': 54.83596917895683}
832,963,{'latencia': 22.416649564491525}
832,1315,{'latencia': 74.34891101243024}
832,1221,{'latencia': 43.72985659026381}
832,1384,{'latencia': 61.620953262853995}
832,1475,{'latencia': 5.50110148724629}
833,970,{'latencia': 26.90083414519602}
833,1036,{'latencia': 58.209713572662004}
833,1329,{'latencia': 60.915922149288654}
833,1459,{'latencia': 60.76363497581832}
833,1491,{'latencia': 82.62846370957888}
833,1477,{'latencia': 30.337375938583175}
833,871,{'latencia': 62.418886868829325}
833,1254,{'latencia': 30.945240797268426}
833,1292,{'latencia': 88.03609250051105}
833,1448,{'latencia': 40.71667140493866}
833,1140,{'latencia': 9.748010507800643}
833,1172,{'latencia': 30.418366270516938}
833,1004,{'latencia': 96.81501866866434}
833,1445,{'latencia': 49.86199442436505}
833,1444,{'latencia': 71.06976186057395}
833,1339,{'latencia': 78.36080390063997}
833,1039,{'latencia': 64.74378994549716}
833,1155,{'latencia': 87.37803220570751}
833,1130,{'latencia': 57.3675653113301}
833,1062,{'latencia': 55.35408086387894}
833,1014,{'latencia': 47.945414833728954}
833,1149,{'latencia': 84.38887084684072}
833,977,{'latencia': 57.51112425210115}
833,937,{'latencia': 8.218823650423195}
834,1356,{'latencia': 17.069246655134116}
834,846,{'latencia': 37.878813966846636}
834,1166,{'latencia': 11.877605914169404}
834,1364,{'latencia': 27.177883348579286}
834,1422,{'latencia': 97.76246304673136}
834,1324,{'latencia': 33.08736802203796}
834,1398,{'latencia': 64.59820529453984}
834,1027,{'latencia': 62.67728814891627}
834,1035,{'latencia': 87.32146803893542}
834,1460,{'latencia': 81.23021189296249}
834,985,{'latencia': 45.24117653304}
834,1152,{'latencia': 71.24996541543997}
834,1354,{'latencia': 58.747718880567504}
834,914,{'latencia': 61.923007787278706}
834,1237,{'latencia': 18.621239478595367}
834,929,{'latencia': 26.472518558190746}
834,921,{'latencia': 9.753601247376334}
834,1200,{'latencia': 45.310893135115684}
834,877,{'latencia': 69.18933053862759}
834,1310,{'latencia': 63.00683680407666}
834,1499,{'latencia': 80.04731410549753}
834,1163,{'latencia': 46.56221255201825}
834,1117,{'latencia': 32.338332365610235}
834,1266,{'latencia': 33.18368310961195}
834,1346,{'latencia': 62.83002991371184}
834,1444,{'latencia': 60.195746040092835}
834,1066,{'latencia': 30.335439184333076}
834,1372,{'latencia': 43.55421773771678}
834,1159,{'latencia': 62.54061324689688}
834,1062,{'latencia': 34.22473653686981}
834,868,{'latencia': 75.87178267460389}
834,1276,{'latencia': 37.54915554467623}
834,918,{'latencia': 78.67821365835253}
834,1367,{'latencia': 76.23285921768314}
835,1031,{'latencia': 27.92632815095387}
835,1298,{'latencia': 18.505330752137148}
835,1130,{'latencia': 49.0353512502214}
835,978,{'latencia': 20.1368114849018}
835,851,{'latencia': 68.27111325311127}
835,950,{'latencia': 41.37754778272131}
835,1163,{'latencia': 92.3470057196612}
835,1458,{'latencia': 22.1440693779755}
835,1017,{'latencia': 20.12194665978115}
835,1104,{'latencia': 49.72028350994656}
835,1128,{'latencia': 89.00061546766003}
835,1435,{'latencia': 71.93751388874324}
835,1471,{'latencia': 44.313644393569305}
835,1143,{'latencia': 37.11606468964341}
835,941,{'latencia': 14.96646638944295}
835,1107,{'latencia': 99.30739495616392}
835,1294,{'latencia': 85.53915393553913}
835,1236,{'latencia': 52.84489714644607}
835,1345,{'latencia': 2.4257133013661702}
835,933,{'latencia': 57.087255632879724}
835,1284,{'latencia': 81.46691343977554}
835,1241,{'latencia': 67.95170056300107}
835,1386,{'latencia': 11.798337600817849}
835,1391,{'latencia': 34.053851931516554}
835,1213,{'latencia': 30.30860783691681}
835,957,{'latencia': 49.92458592023765}
835,1046,{'latencia': 22.76804481686158}
835,1485,{'latencia': 65.31468039371782}
835,1222,{'latencia': 91.0612804153056}
835,1267,{'latencia': 35.44090704650412}
835,913,{'latencia': 17.99319538962444}
835,857,{'latencia': 62.44233762789587}
835,1022,{'latencia': 15.192182334566763}
835,1412,{'latencia': 54.58586141893082}
835,1260,{'latencia': 77.10920347340372}
835,1232,{'latencia': 83.78838298340327}
835,956,{'latencia': 28.871093663448338}
835,1037,{'latencia': 39.81617454868633}
835,1390,{'latencia': 60.214220019201086}
835,1304,{'latencia': 57.12812264172516}
835,1029,{'latencia': 91.65643261992227}
835,917,{'latencia': 33.38452669528701}
836,884,{'latencia': 86.25917708766518}
836,973,{'latencia': 67.15638810300587}
836,934,{'latencia': 57.881377248681005}
836,852,{'latencia': 94.43952457264557}
836,858,{'latencia': 14.969945019412997}
836,1315,{'latencia': 64.8428117433046}
836,991,{'latencia': 14.041431487467918}
836,1357,{'latencia': 83.63101873238855}
836,1189,{'latencia': 84.84522271943177}
836,1211,{'latencia': 98.55776321006731}
836,860,{'latencia': 47.853363022727976}
836,1194,{'latencia': 90.92488077639969}
836,1246,{'latencia': 74.76396253877915}
836,1220,{'latencia': 47.001365985272116}
836,925,{'latencia': 2.8098487206052782}
836,1384,{'latencia': 40.36771962230731}
836,1090,{'latencia': 23.558024841785603}
836,1363,{'latencia': 62.90891350276076}
836,1484,{'latencia': 11.315053257237365}
836,1077,{'latencia': 2.6709781475936216}
836,1477,{'latencia': 58.27927385787599}
836,1411,{'latencia': 36.47864834010173}
836,1060,{'latencia': 70.66740547539146}
836,904,{'latencia': 24.793171992178756}
836,1158,{'latencia': 62.281285281499024}
836,947,{'latencia': 72.64707147211692}
836,1108,{'latencia': 42.61041206689305}
836,1332,{'latencia': 10.755177751509265}
836,1185,{'latencia': 19.171273273151836}
836,922,{'latencia': 65.39847622653313}
836,1388,{'latencia': 93.87020012873471}
836,1030,{'latencia': 95.71555842622216}
836,1433,{'latencia': 57.48192199507549}
836,1115,{'latencia': 3.748955907680358}
836,931,{'latencia': 54.910690075106174}
836,875,{'latencia': 85.68659061460711}
836,1456,{'latencia': 92.67116887062662}
836,1307,{'latencia': 74.3988792851773}
836,1252,{'latencia': 11.873306060723763}
836,978,{'latencia': 73.54027333012121}
836,1228,{'latencia': 2.0830724050918246}
837,1100,{'latencia': 15.308865016125125}
837,869,{'latencia': 61.54522868114871}
837,1378,{'latencia': 68.57940590396156}
837,1102,{'latencia': 90.80355625864166}
837,868,{'latencia': 80.71237717960705}
837,1156,{'latencia': 98.80010309110108}
837,1234,{'latencia': 67.17523892642784}
837,1297,{'latencia': 75.75809182260527}
837,1087,{'latencia': 89.51223023955686}
837,895,{'latencia': 45.450840460899634}
837,1170,{'latencia': 77.79298310102817}
837,1295,{'latencia': 58.25641616161685}
837,960,{'latencia': 87.29227060844183}
837,1197,{'latencia': 81.52576893401695}
837,874,{'latencia': 75.96302319015051}
837,886,{'latencia': 52.268879730395824}
837,1481,{'latencia': 16.845394034059773}
837,1038,{'latencia': 34.80572509679626}
837,944,{'latencia': 10.001155082666282}
837,917,{'latencia': 48.017200301886945}
837,1185,{'latencia': 62.90437849937764}
837,1411,{'latencia': 31.38464391213485}
837,1480,{'latencia': 45.227392151668894}
837,1135,{'latencia': 94.02611436929584}
837,1195,{'latencia': 77.18696738639254}
837,1114,{'latencia': 91.40929151522505}
837,1257,{'latencia': 26.029654013196016}
837,1365,{'latencia': 76.30474801845857}
837,1183,{'latencia': 15.014558172494556}
837,1272,{'latencia': 49.67790939217154}
837,838,{'latencia': 60.767316661491634}
837,1359,{'latencia': 77.1317323868519}
837,1236,{'latencia': 10.246660840494188}
837,1152,{'latencia': 73.51548329255577}
837,1177,{'latencia': 30.928646969809204}
837,1300,{'latencia': 37.79984628390766}
838,1326,{'latencia': 98.64134344989226}
838,974,{'latencia': 31.640937081901583}
838,1406,{'latencia': 52.69758465613432}
838,1029,{'latencia': 90.56622668168797}
838,1238,{'latencia': 47.86502965108138}
838,1389,{'latencia': 9.863797431655776}
838,1435,{'latencia': 21.422464741002507}
838,841,{'latencia': 76.37812474740032}
838,902,{'latencia': 71.4933357499502}
838,1046,{'latencia': 84.15414589010201}
838,870,{'latencia': 56.42529990261512}
838,1210,{'latencia': 81.94701268111012}
838,843,{'latencia': 2.9957406213914695}
838,1054,{'latencia': 56.296134704517165}
838,1169,{'latencia': 74.6181571261172}
838,1230,{'latencia': 98.10740789142709}
838,1478,{'latencia': 70.4752842928871}
838,1347,{'latencia': 32.650373525311814}
838,1196,{'latencia': 22.06960439523489}
838,1334,{'latencia': 70.7905315629264}
838,1461,{'latencia': 28.284401260242237}
838,1374,{'latencia': 68.68681148207438}
838,1482,{'latencia': 13.018125882013159}
838,846,{'latencia': 29.436305723571454}
838,958,{'latencia': 86.66630196888299}
838,1173,{'latencia': 20.108308652478573}
838,869,{'latencia': 92.62854136915088}
838,980,{'latencia': 26.684109779013053}
838,1077,{'latencia': 74.01736040435081}
838,1353,{'latencia': 10.852813596788307}
838,1488,{'latencia': 64.244063244171}
838,1252,{'latencia': 53.339887356594346}
838,1472,{'latencia': 13.427775411078144}
838,1491,{'latencia': 18.530379468140648}
838,1272,{'latencia': 37.69533701406592}
838,944,{'latencia': 75.48555066757469}
839,1461,{'latencia': 22.444469371096815}
839,958,{'latencia': 19.5312438491215}
839,927,{'latencia': 64.23676823594624}
839,1086,{'latencia': 77.82514122373749}
839,1244,{'latencia': 59.68676119585971}
839,1301,{'latencia': 26.455810625253054}
839,1102,{'latencia': 27.280082974903237}
839,1129,{'latencia': 57.08194784278806}
839,1296,{'latencia': 32.798575824602125}
839,860,{'latencia': 39.221610055251105}
839,987,{'latencia': 59.7398862557419}
839,1068,{'latencia': 60.73787657581609}
839,1230,{'latencia': 56.22815448711039}
839,1490,{'latencia': 15.671888558988979}
839,1282,{'latencia': 37.961049899866296}
839,1429,{'latencia': 95.40657699435504}
839,1455,{'latencia': 88.7521668880472}
839,1201,{'latencia': 23.083120802813433}
839,1425,{'latencia': 36.72359360708039}
839,1390,{'latencia': 48.02668004622063}
839,1267,{'latencia': 74.07393819949533}
839,991,{'latencia': 51.7179306790127}
839,1108,{'latencia': 94.63219721835283}
839,943,{'latencia': 46.39179217326483}
839,1203,{'latencia': 69.82531621856104}
839,1123,{'latencia': 61.65879504869829}
839,979,{'latencia': 86.76772368415176}
839,1191,{'latencia': 63.67745201639841}
839,1418,{'latencia': 77.97804303184311}
840,898,{'latencia': 29.42448845454795}
840,1370,{'latencia': 86.22647432437337}
840,1118,{'latencia': 92.13820033277176}
840,1339,{'latencia': 65.06769362801158}
840,1180,{'latencia': 63.01984322050316}
840,984,{'latencia': 70.42644941744132}
840,905,{'latencia': 22.949397663561687}
840,1281,{'latencia': 59.22156735718671}
840,1154,{'latencia': 79.68860670553563}
840,1097,{'latencia': 29.217176971369888}
840,1120,{'latencia': 65.01794329654253}
840,1203,{'latencia': 89.65142152726924}
840,917,{'latencia': 7.457539887999586}
840,927,{'latencia': 76.6157331877155}
840,841,{'latencia': 58.838813388934405}
840,1030,{'latencia': 72.75548288992465}
840,1162,{'latencia': 12.08610197835163}
840,1271,{'latencia': 59.213099897552475}
840,1286,{'latencia': 84.78541017085611}
840,1364,{'latencia': 84.29788301303596}
840,912,{'latencia': 4.499480188688102}
840,1023,{'latencia': 64.93196987216007}
840,1383,{'latencia': 93.83951395452172}
840,878,{'latencia': 5.733351533795926}
840,1287,{'latencia': 9.118761630800966}
840,1356,{'latencia': 60.1934419089654}
840,1262,{'latencia': 63.612258779162616}
840,1220,{'latencia': 30.89666801900099}
840,941,{'latencia': 62.25838922093411}
840,936,{'latencia': 22.56467566165996}
840,1254,{'latencia': 28.30265633492764}
840,1131,{'latencia': 34.44788534435221}
840,1075,{'latencia': 7.107730347789072}
840,1318,{'latencia': 91.61879995232815}
840,1267,{'latencia': 13.020882011572382}
840,1164,{'latencia': 33.40581881907226}
840,1395,{'latencia': 13.233286064629256}
841,881,{'latencia': 11.502382118232857}
