Nodo,Datos
1137,"{'ID': 1137, 'Marca': 'Huawei', 'Modelo': 'WKpg6E', 'Puertos': 19, 'Ubicacion': (41.35817591468858, 94.90941619566225), 'AnchoDeBanda': 529}"
1138,"{'ID': 1138, 'Marca': 'Barracuda Networks', 'Modelo': 'JOgEhs', 'Puertos': 5, 'Ubicacion': (1.950500520453502, 29.41870234133099), 'AnchoDeBanda': 28}"
1139,"{'ID': 1139, 'Marca': 'Aruba Networks', 'Modelo': 'jWciOm', 'Puertos': 47, 'Ubicacion': (90.51398865386543, 75.3416129191779), 'AnchoDeBanda': 474}"
1140,"{'ID': 1140, 'Marca': 'Ruckus Networks', 'Modelo': 'PaEEDd', 'Puertos': 21, 'Ubicacion': (7.954197516327099, 24.42126417545837), 'AnchoDeBanda': 1}"
1141,"{'ID': 1141, 'Marca': 'Netgear', 'Modelo': 'tbh3TW', 'Puertos': 46, 'Ubicacion': (45.054275559145296, 22.679462460642586), 'AnchoDeBanda': 758}"
1142,"{'ID': 1142, 'Marca': 'Pulse Secure', 'Modelo': 'EZF5Px', 'Puertos': 33, 'Ubicacion': (67.53380293194877, 63.382154368195444), 'AnchoDeBanda': 503}"
1143,"{'ID': 1143, 'Marca': 'Dell', 'Modelo': 'nSeWoU', 'Puertos': 28, 'Ubicacion': (96.8004284570539, 74.64869071828258), 'AnchoDeBanda': 880}"
1144,"{'ID': 1144, 'Marca': 'Check Point', 'Modelo': '9oM0kD', 'Puertos': 9, 'Ubicacion': (72.34208568814387, 2.2702298958271583), 'AnchoDeBanda': 305}"
1145,"{'ID': 1145, 'Marca': 'Check Point', 'Modelo': '7L7l9F', 'Puertos': 7, 'Ubicacion': (28.209276285120332, 89.94476471920004), 'AnchoDeBanda': 809}"
1146,"{'ID': 1146, 'Marca': 'Netgear', 'Modelo': 'daGpY5', 'Puertos': 39, 'Ubicacion': (47.06174485497788, 21.861878630580954), 'AnchoDeBanda': 575}"
1147,"{'ID': 1147, 'Marca': 'HP', 'Modelo': 'UJMFLK', 'Puertos': 15, 'Ubicacion': (49.07796374979077, 35.34149433457547), 'AnchoDeBanda': 857}"
1148,"{'ID': 1148, 'Marca': 'Pulse Secure', 'Modelo': 'VezhPx', 'Puertos': 28, 'Ubicacion': (82.36455600270911, 66.57356152990067), 'AnchoDeBanda': 232}"
1149,"{'ID': 1149, 'Marca': 'Zyxel', 'Modelo': 'kpYsEP', 'Puertos': 41, 'Ubicacion': (14.384250693779999, 22.608960852345017), 'AnchoDeBanda': 647}"
1150,"{'ID': 1150, 'Marca': 'Ruckus Networks', 'Modelo': 'W8BrP7', 'Puertos': 8, 'Ubicacion': (72.57552709897205, 54.595012303679205), 'AnchoDeBanda': 454}"
1151,"{'ID': 1151, 'Marca': 'Cisco', 'Modelo': 'boFlpq', 'Puertos': 16, 'Ubicacion': (10.368173091542875, 16.918275587525365), 'AnchoDeBanda': 910}"
1152,"{'ID': 1152, 'Marca': 'Ubiquiti Networks', 'Modelo': 'hAmFoI', 'Puertos': 29, 'Ubicacion': (12.069245351128322, 39.3265808405459), 'AnchoDeBanda': 406}"
1153,"{'ID': 1153, 'Marca': 'Ubiquiti Networks', 'Modelo': 'da58R5', 'Puertos': 10, 'Ubicacion': (49.52243789115243, 93.95260505149771), 'AnchoDeBanda': 507}"
1154,"{'ID': 1154, 'Marca': 'Pulse Secure', 'Modelo': 'iiEjTV', 'Puertos': 26, 'Ubicacion': (28.202980921257726, 62.00744149538273), 'AnchoDeBanda': 651}"
1155,"{'ID': 1155, 'Marca': 'HP', 'Modelo': 'YPhghy', 'Puertos': 5, 'Ubicacion': (68.66092557446052, 89.2227982437831), 'AnchoDeBanda': 538}"
1156,"{'ID': 1156, 'Marca': 'Ruckus Networks', 'Modelo': 'lUmhc6', 'Puertos': 34, 'Ubicacion': (52.887360903330105, 4.70664779007749), 'AnchoDeBanda': 167}"
1157,"{'ID': 1157, 'Marca': 'Cisco', 'Modelo': 'bgmi9O', 'Puertos': 10, 'Ubicacion': (11.810481499325808, 63.36145742957624), 'AnchoDeBanda': 226}"
1158,"{'ID': 1158, 'Marca': 'HP', 'Modelo': 'KFruCB', 'Puertos': 35, 'Ubicacion': (2.1604266525958815, 68.88218132342985), 'AnchoDeBanda': 842}"
1159,"{'ID': 1159, 'Marca': 'Dell', 'Modelo': 'L79eup', 'Puertos': 46, 'Ubicacion': (9.609908744849506, 30.519238230113586), 'AnchoDeBanda': 168}"
1160,"{'ID': 1160, 'Marca': 'Ubiquiti Networks', 'Modelo': 'NtVtGB', 'Puertos': 23, 'Ubicacion': (18.613205423639243, 69.69614647459704), 'AnchoDeBanda': 944}"
1161,"{'ID': 1161, 'Marca': 'Aruba Networks', 'Modelo': 'Jnq77S', 'Puertos': 9, 'Ubicacion': (11.66463280554092, 25.75369066965003), 'AnchoDeBanda': 431}"
1162,"{'ID': 1162, 'Marca': 'Cisco', 'Modelo': 'UCUeW6', 'Puertos': 31, 'Ubicacion': (44.016952164928, 82.60521823406025), 'AnchoDeBanda': 262}"
1163,"{'ID': 1163, 'Marca': 'Dell', 'Modelo': 'f4Ezbk', 'Puertos': 42, 'Ubicacion': (13.608357330860754, 24.959577566159908), 'AnchoDeBanda': 909}"
1164,"{'ID': 1164, 'Marca': 'Ubiquiti Networks', 'Modelo': 'Gl1NzZ', 'Puertos': 30, 'Ubicacion': (80.96175345860448, 76.96994348568153), 'AnchoDeBanda': 610}"
1165,"{'ID': 1165, 'Marca': 'F5 Networks', 'Modelo': 'YnmDPr', 'Puertos': 11, 'Ubicacion': (15.194577248382258, 59.98527174911765), 'AnchoDeBanda': 277}"
1166,"{'ID': 1166, 'Marca': 'Ubiquiti Networks', 'Modelo': 'YK5teV', 'Puertos': 5, 'Ubicacion': (9.315107253065136, 80.16092146133221), 'AnchoDeBanda': 76}"
1167,"{'ID': 1167, 'Marca': 'HP', 'Modelo': '2J4fB4', 'Puertos': 13, 'Ubicacion': (89.65851947372352, 97.59836886714875), 'AnchoDeBanda': 3}"
1168,"{'ID': 1168, 'Marca': 'Aruba Networks', 'Modelo': 'drzbYq', 'Puertos': 38, 'Ubicacion': (92.54223588410848, 19.07940714307106), 'AnchoDeBanda': 234}"
1169,"{'ID': 1169, 'Marca': 'F5 Networks', 'Modelo': '777ucb', 'Puertos': 11, 'Ubicacion': (28.88426529370952, 94.64042593738263), 'AnchoDeBanda': 570}"
1170,"{'ID': 1170, 'Marca': 'Check Point', 'Modelo': 'GiQ8cC', 'Puertos': 38, 'Ubicacion': (79.33751445155148, 22.213812118182208), 'AnchoDeBanda': 495}"
1171,"{'ID': 1171, 'Marca': 'Ubiquiti Networks', 'Modelo': 'gQGyhF', 'Puertos': 29, 'Ubicacion': (5.578775135792302, 92.38121214610317), 'AnchoDeBanda': 678}"
1172,"{'ID': 1172, 'Marca': 'Barracuda Networks', 'Modelo': 'rCPU05', 'Puertos': 23, 'Ubicacion': (9.838022931252933, 11.65995223079116), 'AnchoDeBanda': 751}"
1173,"{'ID': 1173, 'Marca': 'Barracuda Networks', 'Modelo': 'I8YudC', 'Puertos': 15, 'Ubicacion': (93.593151847315, 8.28166365120222), 'AnchoDeBanda': 429}"
1174,"{'ID': 1174, 'Marca': 'Ruckus Networks', 'Modelo': 'GnAjGr', 'Puertos': 37, 'Ubicacion': (89.34940848464161, 48.494797745314656), 'AnchoDeBanda': 481}"
1175,"{'ID': 1175, 'Marca': 'FireEye', 'Modelo': 'KCBs7J', 'Puertos': 30, 'Ubicacion': (12.764137467621817, 73.78196671830453), 'AnchoDeBanda': 914}"
1176,"{'ID': 1176, 'Marca': 'Riverbed Technology', 'Modelo': 'vVLV5w', 'Puertos': 27, 'Ubicacion': (69.38871929036765, 96.60153176639868), 'AnchoDeBanda': 593}"
1177,"{'ID': 1177, 'Marca': 'Aruba Networks', 'Modelo': '4cWaHZ', 'Puertos': 26, 'Ubicacion': (49.733824564952656, 22.92468774939853), 'AnchoDeBanda': 224}"
1178,"{'ID': 1178, 'Marca': 'Juniper Networks', 'Modelo': 'esuCvC', 'Puertos': 26, 'Ubicacion': (10.17036891118942, 41.996832541485986), 'AnchoDeBanda': 995}"
1179,"{'ID': 1179, 'Marca': 'Ruckus Networks', 'Modelo': 'PEKP2K', 'Puertos': 45, 'Ubicacion': (75.58872913649643, 70.88350609603837), 'AnchoDeBanda': 992}"
1180,"{'ID': 1180, 'Marca': 'Riverbed Technology', 'Modelo': 'gkObYX', 'Puertos': 24, 'Ubicacion': (98.03612655245554, 86.59815742034507), 'AnchoDeBanda': 342}"
1181,"{'ID': 1181, 'Marca': 'Aruba Networks', 'Modelo': 'EqwjGH', 'Puertos': 34, 'Ubicacion': (68.93096587916784, 2.3578266749939236), 'AnchoDeBanda': 386}"
1182,"{'ID': 1182, 'Marca': 'Juniper Networks', 'Modelo': '5qg80j', 'Puertos': 32, 'Ubicacion': (78.79343061923548, 50.099586207989), 'AnchoDeBanda': 432}"
1183,"{'ID': 1183, 'Marca': 'Netgear', 'Modelo': 'HCgDNE', 'Puertos': 31, 'Ubicacion': (16.56171211205858, 89.54548761335327), 'AnchoDeBanda': 354}"
1184,"{'ID': 1184, 'Marca': 'Netgear', 'Modelo': 'oWOaIf', 'Puertos': 11, 'Ubicacion': (43.949825225020845, 40.0873660359466), 'AnchoDeBanda': 483}"
1185,"{'ID': 1185, 'Marca': 'Juniper Networks', 'Modelo': 'iQF1L2', 'Puertos': 48, 'Ubicacion': (90.10527976782683, 63.13558327869819), 'AnchoDeBanda': 388}"
1186,"{'ID': 1186, 'Marca': 'Dell', 'Modelo': 'xSx6tP', 'Puertos': 5, 'Ubicacion': (88.79252311940454, 77.41419244326995), 'AnchoDeBanda': 938}"
1187,"{'ID': 1187, 'Marca': 'Riverbed Technology', 'Modelo': 'eJcxNa', 'Puertos': 26, 'Ubicacion': (47.38844953808549, 92.37933614953128), 'AnchoDeBanda': 349}"
1188,"{'ID': 1188, 'Marca': 'HP', 'Modelo': 'PN128a', 'Puertos': 17, 'Ubicacion': (73.43694879670349, 90.5860526905271), 'AnchoDeBanda': 348}"
1189,"{'ID': 1189, 'Marca': 'Riverbed Technology', 'Modelo': 'KEGvyH', 'Puertos': 41, 'Ubicacion': (14.087770596496796, 31.30985678272369), 'AnchoDeBanda': 331}"
1190,"{'ID': 1190, 'Marca': 'TP-Link', 'Modelo': '2h22PU', 'Puertos': 30, 'Ubicacion': (29.427212123709133, 97.97007471428324), 'AnchoDeBanda': 894}"
1191,"{'ID': 1191, 'Marca': 'Pulse Secure', 'Modelo': 'erCV2s', 'Puertos': 21, 'Ubicacion': (29.368158254082655, 77.98465056868514), 'AnchoDeBanda': 528}"
1192,"{'ID': 1192, 'Marca': 'Zyxel', 'Modelo': 'sYq44R', 'Puertos': 13, 'Ubicacion': (56.85489116899306, 80.89363219629325), 'AnchoDeBanda': 456}"
1193,"{'ID': 1193, 'Marca': 'Avaya', 'Modelo': 'eRieev', 'Puertos': 32, 'Ubicacion': (70.29542661681849, 83.89463589045769), 'AnchoDeBanda': 859}"
1194,"{'ID': 1194, 'Marca': 'Barracuda Networks', 'Modelo': 'ANglJK', 'Puertos': 40, 'Ubicacion': (95.65619192879355, 85.56086563126543), 'AnchoDeBanda': 337}"
1195,"{'ID': 1195, 'Marca': 'Juniper Networks', 'Modelo': 'DH4PLo', 'Puertos': 38, 'Ubicacion': (6.280592726748124, 94.68594744812341), 'AnchoDeBanda': 427}"
1196,"{'ID': 1196, 'Marca': 'Zyxel', 'Modelo': 'YQ6eQ2', 'Puertos': 14, 'Ubicacion': (36.71938652813619, 56.2554821831053), 'AnchoDeBanda': 605}"
1197,"{'ID': 1197, 'Marca': 'Ubiquiti Networks', 'Modelo': 'H1Uc3J', 'Puertos': 28, 'Ubicacion': (74.60207619297901, 45.24912793905711), 'AnchoDeBanda': 247}"
1198,"{'ID': 1198, 'Marca': 'Dell', 'Modelo': '1vz62X', 'Puertos': 32, 'Ubicacion': (48.150553399840966, 65.60937357928162), 'AnchoDeBanda': 381}"
1199,"{'ID': 1199, 'Marca': 'Ubiquiti Networks', 'Modelo': 'B42OPH', 'Puertos': 23, 'Ubicacion': (37.23626201476371, 78.24438366447573), 'AnchoDeBanda': 94}"
1200,"{'ID': 1200, 'Marca': 'Zyxel', 'Modelo': 'GLKARN', 'Puertos': 11, 'Ubicacion': (46.496242144711445, 90.51899521422921), 'AnchoDeBanda': 243}"
1201,"{'ID': 1201, 'Marca': 'Juniper Networks', 'Modelo': 'bfZIZl', 'Puertos': 35, 'Ubicacion': (89.64078655929211, 75.11120468854163), 'AnchoDeBanda': 203}"
1202,"{'ID': 1202, 'Marca': 'Netgear', 'Modelo': 'x8SuuC', 'Puertos': 48, 'Ubicacion': (87.21423341041279, 24.0161393770444), 'AnchoDeBanda': 135}"
1203,"{'ID': 1203, 'Marca': 'Riverbed Technology', 'Modelo': 'qpWLnS', 'Puertos': 14, 'Ubicacion': (2.7247218706546006, 33.8106165782713), 'AnchoDeBanda': 833}"
1204,"{'ID': 1204, 'Marca': 'Riverbed Technology', 'Modelo': 'ir2FMr', 'Puertos': 7, 'Ubicacion': (51.90498564379873, 1.1515874572270546), 'AnchoDeBanda': 367}"
1205,"{'ID': 1205, 'Marca': 'Netgear', 'Modelo': 'VzWZIh', 'Puertos': 10, 'Ubicacion': (48.101777209533736, 78.54689324399997), 'AnchoDeBanda': 506}"
1206,"{'ID': 1206, 'Marca': 'Riverbed Technology', 'Modelo': 'uoXgca', 'Puertos': 34, 'Ubicacion': (38.330246632395124, 90.89673684165861), 'AnchoDeBanda': 407}"
1207,"{'ID': 1207, 'Marca': 'Ubiquiti Networks', 'Modelo': 'brXs1C', 'Puertos': 22, 'Ubicacion': (79.86670439647303, 86.13907830451245), 'AnchoDeBanda': 228}"
1208,"{'ID': 1208, 'Marca': 'F5 Networks', 'Modelo': 'YK4vcA', 'Puertos': 8, 'Ubicacion': (13.533849827226408, 42.25710450577913), 'AnchoDeBanda': 170}"
1209,"{'ID': 1209, 'Marca': 'Avaya', 'Modelo': 'QkBY0Y', 'Puertos': 37, 'Ubicacion': (11.917325639646014, 19.27356788419029), 'AnchoDeBanda': 16}"
1210,"{'ID': 1210, 'Marca': 'Avaya', 'Modelo': 'YyDSp2', 'Puertos': 17, 'Ubicacion': (80.02469501732207, 61.2531649685216), 'AnchoDeBanda': 143}"
1211,"{'ID': 1211, 'Marca': 'Juniper Networks', 'Modelo': 'cUAgow', 'Puertos': 12, 'Ubicacion': (24.617182661170254, 85.96280618799864), 'AnchoDeBanda': 286}"
1212,"{'ID': 1212, 'Marca': 'TP-Link', 'Modelo': 'zRcWO9', 'Puertos': 43, 'Ubicacion': (9.175653563758212, 57.97308046208746), 'AnchoDeBanda': 983}"
1213,"{'ID': 1213, 'Marca': 'Juniper Networks', 'Modelo': 'RgbwWJ', 'Puertos': 23, 'Ubicacion': (89.66480740002551, 10.763472806914741), 'AnchoDeBanda': 864}"
1214,"{'ID': 1214, 'Marca': 'Barracuda Networks', 'Modelo': 'i3eXQF', 'Puertos': 48, 'Ubicacion': (57.92530911278098, 75.68952138720503), 'AnchoDeBanda': 588}"
1215,"{'ID': 1215, 'Marca': 'Juniper Networks', 'Modelo': 'l1dBzm', 'Puertos': 16, 'Ubicacion': (78.05934146084189, 2.284598004114502), 'AnchoDeBanda': 724}"
1216,"{'ID': 1216, 'Marca': 'Pulse Secure', 'Modelo': 'cFJrFx', 'Puertos': 23, 'Ubicacion': (13.718429575396819, 5.28649206282833), 'AnchoDeBanda': 304}"
1217,"{'ID': 1217, 'Marca': 'FireEye', 'Modelo': 'BwVKqh', 'Puertos': 27, 'Ubicacion': (2.4276525898057066, 18.66326311059654), 'AnchoDeBanda': 412}"
1218,"{'ID': 1218, 'Marca': 'Avaya', 'Modelo': '5TXqUX', 'Puertos': 37, 'Ubicacion': (86.20472640014783, 56.60545948190175), 'AnchoDeBanda': 849}"
1219,"{'ID': 1219, 'Marca': 'Pulse Secure', 'Modelo': 'giY3HB', 'Puertos': 47, 'Ubicacion': (55.11096743919559, 90.70706748880298), 'AnchoDeBanda': 855}"
1220,"{'ID': 1220, 'Marca': 'Netgear', 'Modelo': 'pSXx63', 'Puertos': 28, 'Ubicacion': (5.7802572436712385, 5.096129418777117), 'AnchoDeBanda': 621}"
1221,"{'ID': 1221, 'Marca': 'Check Point', 'Modelo': 'zY8Qg3', 'Puertos': 28, 'Ubicacion': (74.12720636499078, 9.561313846773556), 'AnchoDeBanda': 664}"
1222,"{'ID': 1222, 'Marca': 'Ubiquiti Networks', 'Modelo': 'PrZncZ', 'Puertos': 15, 'Ubicacion': (60.25493353048952, 39.25939189086368), 'AnchoDeBanda': 391}"
1223,"{'ID': 1223, 'Marca': 'FireEye', 'Modelo': 'X0tnAU', 'Puertos': 8, 'Ubicacion': (83.83665549930956, 85.81694207285638), 'AnchoDeBanda': 395}"
1224,"{'ID': 1224, 'Marca': 'Huawei', 'Modelo': 'rNUAu1', 'Puertos': 11, 'Ubicacion': (86.51960944461598, 42.03211266635248), 'AnchoDeBanda': 463}"
1225,"{'ID': 1225, 'Marca': 'Cisco', 'Modelo': '5XTuGl', 'Puertos': 43, 'Ubicacion': (43.32739446532622, 33.10045008958756), 'AnchoDeBanda': 406}"
1226,"{'ID': 1226, 'Marca': 'Barracuda Networks', 'Modelo': 'zFxjrI', 'Puertos': 33, 'Ubicacion': (68.18682750496026, 83.2229427102397), 'AnchoDeBanda': 77}"
1227,"{'ID': 1227, 'Marca': 'Ruckus Networks', 'Modelo': 'ZActRO', 'Puertos': 31, 'Ubicacion': (85.50582049049153, 87.51360834528803), 'AnchoDeBanda': 74}"
1228,"{'ID': 1228, 'Marca': 'Avaya', 'Modelo': 'pa8qBa', 'Puertos': 10, 'Ubicacion': (41.44552189129509, 23.981180643925903), 'AnchoDeBanda': 603}"
1229,"{'ID': 1229, 'Marca': 'Pulse Secure', 'Modelo': 'kXP6La', 'Puertos': 41, 'Ubicacion': (80.82262479585252, 87.05298467662651), 'AnchoDeBanda': 713}"
1230,"{'ID': 1230, 'Marca': 'Ruckus Networks', 'Modelo': 'nUNEU2', 'Puertos': 31, 'Ubicacion': (31.18053175316883, 82.51128173365112), 'AnchoDeBanda': 522}"
1231,"{'ID': 1231, 'Marca': 'HP', 'Modelo': 'Idf3dp', 'Puertos': 11, 'Ubicacion': (7.7594173183188175, 23.713075181189858), 'AnchoDeBanda': 649}"
1232,"{'ID': 1232, 'Marca': 'Dell', 'Modelo': 'koReDs', 'Puertos': 46, 'Ubicacion': (11.622908860876247, 72.06747585522004), 'AnchoDeBanda': 98}"
1233,"{'ID': 1233, 'Marca': 'Cisco', 'Modelo': '1yqyeS', 'Puertos': 17, 'Ubicacion': (23.188572788939375, 52.83322701824085), 'AnchoDeBanda': 948}"
1234,"{'ID': 1234, 'Marca': 'Check Point', 'Modelo': 'TxZQHH', 'Puertos': 10, 'Ubicacion': (65.28019861607216, 69.05162072104501), 'AnchoDeBanda': 784}"
1235,"{'ID': 1235, 'Marca': 'Avaya', 'Modelo': 'LvLmtt', 'Puertos': 35, 'Ubicacion': (84.67085704859583, 59.95286543801589), 'AnchoDeBanda': 239}"
1236,"{'ID': 1236, 'Marca': 'F5 Networks', 'Modelo': 'JyQQdN', 'Puertos': 28, 'Ubicacion': (38.06895062282559, 74.79476998523054), 'AnchoDeBanda': 627}"
1237,"{'ID': 1237, 'Marca': 'Ruckus Networks', 'Modelo': 'c8QouV', 'Puertos': 41, 'Ubicacion': (77.74107980061734, 36.389851064340284), 'AnchoDeBanda': 12}"
1238,"{'ID': 1238, 'Marca': 'Aruba Networks', 'Modelo': 'KThKiP', 'Puertos': 16, 'Ubicacion': (48.35641194513066, 16.418998073301893), 'AnchoDeBanda': 413}"
1239,"{'ID': 1239, 'Marca': 'FireEye', 'Modelo': 'Kf109R', 'Puertos': 49, 'Ubicacion': (95.01919900514243, 85.50105901167645), 'AnchoDeBanda': 123}"
1240,"{'ID': 1240, 'Marca': 'Cisco', 'Modelo': 'AiGa9i', 'Puertos': 39, 'Ubicacion': (54.16499405753644, 96.83666895036762), 'AnchoDeBanda': 939}"
1241,"{'ID': 1241, 'Marca': 'FireEye', 'Modelo': 'J5quPZ', 'Puertos': 38, 'Ubicacion': (60.903488678503834, 82.54815243605988), 'AnchoDeBanda': 830}"
1242,"{'ID': 1242, 'Marca': 'Ubiquiti Networks', 'Modelo': 'oUZUyd', 'Puertos': 34, 'Ubicacion': (19.648326274040564, 26.818807368510434), 'AnchoDeBanda': 273}"
1243,"{'ID': 1243, 'Marca': 'Huawei', 'Modelo': 'UypruO', 'Puertos': 18, 'Ubicacion': (1.8692134561452134, 70.61165993249487), 'AnchoDeBanda': 893}"
1244,"{'ID': 1244, 'Marca': 'Pulse Secure', 'Modelo': 'Yd26cq', 'Puertos': 9, 'Ubicacion': (81.19725353972642, 33.37487123088394), 'AnchoDeBanda': 880}"
1245,"{'ID': 1245, 'Marca': 'Dell', 'Modelo': 'AqfPLr', 'Puertos': 22, 'Ubicacion': (95.71952486787059, 47.272926613960756), 'AnchoDeBanda': 720}"
1246,"{'ID': 1246, 'Marca': 'Dell', 'Modelo': 'dvPGHT', 'Puertos': 35, 'Ubicacion': (13.91333794887486, 15.036295549785116), 'AnchoDeBanda': 912}"
1247,"{'ID': 1247, 'Marca': 'Cisco', 'Modelo': 't4DfIW', 'Puertos': 50, 'Ubicacion': (82.01777380061533, 26.54497603736524), 'AnchoDeBanda': 790}"
1248,"{'ID': 1248, 'Marca': 'Ubiquiti Networks', 'Modelo': 'tOQBxU', 'Puertos': 13, 'Ubicacion': (94.61201611774638, 34.00659523565422), 'AnchoDeBanda': 899}"
1249,"{'ID': 1249, 'Marca': 'Check Point', 'Modelo': 'lvxQ4Q', 'Puertos': 22, 'Ubicacion': (70.18921096130343, 67.62100566801725), 'AnchoDeBanda': 111}"
1250,"{'ID': 1250, 'Marca': 'Huawei', 'Modelo': 'J2xnaJ', 'Puertos': 29, 'Ubicacion': (92.67915326214853, 16.897127407634237), 'AnchoDeBanda': 149}"
1251,"{'ID': 1251, 'Marca': 'Huawei', 'Modelo': 'TU4JHD', 'Puertos': 15, 'Ubicacion': (69.32492696308653, 20.28261709283843), 'AnchoDeBanda': 269}"
1252,"{'ID': 1252, 'Marca': 'TP-Link', 'Modelo': 'GXbllJ', 'Puertos': 27, 'Ubicacion': (34.87230733706615, 63.783281924272984), 'AnchoDeBanda': 44}"
1253,"{'ID': 1253, 'Marca': 'Ruckus Networks', 'Modelo': 'l8KHwu', 'Puertos': 50, 'Ubicacion': (28.047178137294104, 4.8542599640102875), 'AnchoDeBanda': 665}"
1254,"{'ID': 1254, 'Marca': 'Ubiquiti Networks', 'Modelo': 'W8wdrn', 'Puertos': 50, 'Ubicacion': (7.44329402490126, 52.225474193680924), 'AnchoDeBanda': 498}"
1255,"{'ID': 1255, 'Marca': 'Huawei', 'Modelo': 'cbPri7', 'Puertos': 31, 'Ubicacion': (97.6151015816094, 90.97988641097608), 'AnchoDeBanda': 973}"
1256,"{'ID': 1256, 'Marca': 'Aruba Networks', 'Modelo': 'FkquZ3', 'Puertos': 23, 'Ubicacion': (85.07707326318533, 36.65318516878718), 'AnchoDeBanda': 524}"
1257,"{'ID': 1257, 'Marca': 'Huawei', 'Modelo': 'R9YdCF', 'Puertos': 42, 'Ubicacion': (62.286025126523334, 0.060636876906006165), 'AnchoDeBanda': 401}"
1258,"{'ID': 1258, 'Marca': 'F5 Networks', 'Modelo': 'L7YyOf', 'Puertos': 32, 'Ubicacion': (19.542734487588554, 35.20874148292338), 'AnchoDeBanda': 249}"
1259,"{'ID': 1259, 'Marca': 'Aruba Networks', 'Modelo': 'upLsJ7', 'Puertos': 29, 'Ubicacion': (34.33135847182288, 58.85308092281141), 'AnchoDeBanda': 513}"
1260,"{'ID': 1260, 'Marca': 'Ruckus Networks', 'Modelo': 'IHeLFs', 'Puertos': 10, 'Ubicacion': (88.87687769867935, 86.12065291921499), 'AnchoDeBanda': 12}"
1261,"{'ID': 1261, 'Marca': 'Avaya', 'Modelo': '1Ql4Kl', 'Puertos': 40, 'Ubicacion': (28.887782362434756, 46.75711456367042), 'AnchoDeBanda': 122}"
1262,"{'ID': 1262, 'Marca': 'Pulse Secure', 'Modelo': 'L605eq', 'Puertos': 22, 'Ubicacion': (74.57641794728383, 98.40461047730668), 'AnchoDeBanda': 52}"
1263,"{'ID': 1263, 'Marca': 'Aruba Networks', 'Modelo': 'Hxw207', 'Puertos': 17, 'Ubicacion': (14.73106128256233, 12.818443083817765), 'AnchoDeBanda': 344}"
1264,"{'ID': 1264, 'Marca': 'Barracuda Networks', 'Modelo': 'G3M9AX', 'Puertos': 49, 'Ubicacion': (49.16405130462722, 31.57368237565308), 'AnchoDeBanda': 101}"
1265,"{'ID': 1265, 'Marca': 'F5 Networks', 'Modelo': '4GWlUZ', 'Puertos': 39, 'Ubicacion': (33.55822321069502, 18.8365056632701), 'AnchoDeBanda': 953}"
1266,"{'ID': 1266, 'Marca': 'Juniper Networks', 'Modelo': 'tuYYQr', 'Puertos': 34, 'Ubicacion': (33.771648400384144, 51.46409860111644), 'AnchoDeBanda': 155}"
1267,"{'ID': 1267, 'Marca': 'Riverbed Technology', 'Modelo': 'HJaCfc', 'Puertos': 46, 'Ubicacion': (67.74009100476513, 63.68224088914817), 'AnchoDeBanda': 932}"
1268,"{'ID': 1268, 'Marca': 'Ubiquiti Networks', 'Modelo': 'jwLvaC', 'Puertos': 29, 'Ubicacion': (60.998460506799724, 0.4899603982303713), 'AnchoDeBanda': 919}"
1269,"{'ID': 1269, 'Marca': 'TP-Link', 'Modelo': 'GU80dN', 'Puertos': 26, 'Ubicacion': (24.22998231694108, 90.74108307354993), 'AnchoDeBanda': 71}"
1270,"{'ID': 1270, 'Marca': 'Avaya', 'Modelo': 'oXByFQ', 'Puertos': 21, 'Ubicacion': (39.838945919706816, 30.046972555019003), 'AnchoDeBanda': 559}"
1271,"{'ID': 1271, 'Marca': 'Netgear', 'Modelo': 'elw43h', 'Puertos': 5, 'Ubicacion': (65.88282163988372, 89.4062045858752), 'AnchoDeBanda': 646}"
1272,"{'ID': 1272, 'Marca': 'Cisco', 'Modelo': 'B91Rzx', 'Puertos': 33, 'Ubicacion': (11.96122828561439, 55.17875353002878), 'AnchoDeBanda': 588}"
1273,"{'ID': 1273, 'Marca': 'Huawei', 'Modelo': 'O2N7cg', 'Puertos': 7, 'Ubicacion': (32.21615426813634, 32.7123170070771), 'AnchoDeBanda': 859}"
1274,"{'ID': 1274, 'Marca': 'Dell', 'Modelo': 'PhumRM', 'Puertos': 19, 'Ubicacion': (95.42593288416424, 86.33611316970729), 'AnchoDeBanda': 433}"
1275,"{'ID': 1275, 'Marca': 'Check Point', 'Modelo': 'z8d3h5', 'Puertos': 41, 'Ubicacion': (38.92698957524692, 31.493261314278755), 'AnchoDeBanda': 595}"
1276,"{'ID': 1276, 'Marca': 'Juniper Networks', 'Modelo': 'YAB5Jn', 'Puertos': 22, 'Ubicacion': (4.060277725162987, 52.13176555003722), 'AnchoDeBanda': 712}"
1277,"{'ID': 1277, 'Marca': 'Juniper Networks', 'Modelo': 'deAnnV', 'Puertos': 32, 'Ubicacion': (28.24249756417869, 82.64486722356052), 'AnchoDeBanda': 19}"
1278,"{'ID': 1278, 'Marca': 'Aruba Networks', 'Modelo': 'e3JCjb', 'Puertos': 21, 'Ubicacion': (28.072615285714775, 33.787293719220855), 'AnchoDeBanda': 819}"
1279,"{'ID': 1279, 'Marca': 'Dell', 'Modelo': 'gs9sRl', 'Puertos': 32, 'Ubicacion': (80.65887204335539, 84.72972571024447), 'AnchoDeBanda': 898}"
